Name,FullName,URL,Stars,Commits
yuicompressor,yui/yuicompressor,https://github.com/yui/yuicompressor,3009,6402
light-task-scheduler,ltsopensource/light-task-scheduler,https://github.com/ltsopensource/light-task-scheduler,3001,99960
google-signin,react-native-google-signin/google-signin,https://github.com/react-native-google-signin/google-signin,2999,23270
google-services,googlesamples/google-services,https://github.com/googlesamples/google-services,2999,9009
learning-note,rbmonster/learning-note,https://github.com/rbmonster/learning-note,2995,67621
react-native-fbsdk,facebookarchive/react-native-fbsdk,https://github.com/facebookarchive/react-native-fbsdk,2993,3092
DraggablePanel,pedrovgs/DraggablePanel,https://github.com/pedrovgs/DraggablePanel,2988,107837
simple-binary-encoding,real-logic/simple-binary-encoding,https://github.com/real-logic/simple-binary-encoding,2983,26404
AndroidTreeView,bmelnychuk/AndroidTreeView,https://github.com/bmelnychuk/AndroidTreeView,2974,238
Iris,IrisShaders/Iris,https://github.com/IrisShaders/Iris,2970,12605
wildfly,wildfly/wildfly,https://github.com/wildfly/wildfly,2970,280236
EFAK,smartloli/EFAK,https://github.com/smartloli/EFAK,2968,126095
zeebe,camunda/zeebe,https://github.com/camunda/zeebe,2967,171094
MultiImageSelector,lovetuzitong/MultiImageSelector,https://github.com/lovetuzitong/MultiImageSelector,2967,4004
Android-Terminal-Emulator,jackpal/Android-Terminal-Emulator,https://github.com/jackpal/Android-Terminal-Emulator,2966,6399
OnJava8-Examples,BruceEckel/OnJava8-Examples,https://github.com/BruceEckel/OnJava8-Examples,2964,10935
Nuwa,jasonross/Nuwa,https://github.com/jasonross/Nuwa,2964,0
robospice,stephanenicolas/robospice,https://github.com/stephanenicolas/robospice,2954,72063
WorldEdit,EngineHub/WorldEdit,https://github.com/EngineHub/WorldEdit,2953,28262
android-mvvm-architecture,janishar/android-mvvm-architecture,https://github.com/janishar/android-mvvm-architecture,2928,832
springmvc-mybatis-learning,brianway/springmvc-mybatis-learning,https://github.com/brianway/springmvc-mybatis-learning,2928,17888
android-vision,googlesamples/android-vision,https://github.com/googlesamples/android-vision,2927,735
Packages,sublimehq/Packages,https://github.com/sublimehq/Packages,2926,12052
chatgpt-java,Grt1228/chatgpt-java,https://github.com/Grt1228/chatgpt-java,2916,457
android-pathview,geftimov/android-pathview,https://github.com/geftimov/android-pathview,2907,1483
CountdownView,iwgang/CountdownView,https://github.com/iwgang/CountdownView,2906,10604
redis-manager,ngbdf/redis-manager,https://github.com/ngbdf/redis-manager,2906,119017
Java,HelloWorld521/Java,https://github.com/HelloWorld521/Java,2900,28772
Android-Skin-Loader,fengjundev/Android-Skin-Loader,https://github.com/fengjundev/Android-Skin-Loader,2899,31012
javamelody,javamelody/javamelody,https://github.com/javamelody/javamelody,2890,109374
Sunshine-Version-2,udacity/Sunshine-Version-2,https://github.com/udacity/Sunshine-Version-2,2881,2373
DataSphereStudio,WeBankFinTech/DataSphereStudio,https://github.com/WeBankFinTech/DataSphereStudio,2881,264858
jersey,javaee/jersey,https://github.com/javaee/jersey,2880,38964
ByteTCC,liuyangming/ByteTCC,https://github.com/liuyangming/ByteTCC,2879,1693
best-pay-sdk,Pay-Group/best-pay-sdk,https://github.com/Pay-Group/best-pay-sdk,2878,616
FadingActionBar,ManuelPeinado/FadingActionBar,https://github.com/ManuelPeinado/FadingActionBar,2873,15076
android-Camera2Basic,googlearchive/android-Camera2Basic,https://github.com/googlearchive/android-Camera2Basic,2871,1453
AarogyaSetu_Android,nic-delhi/AarogyaSetu_Android,https://github.com/nic-delhi/AarogyaSetu_Android,2870,727
blueocean-plugin,jenkinsci/blueocean-plugin,https://github.com/jenkinsci/blueocean-plugin,2868,31405
logback,qos-ch/logback,https://github.com/qos-ch/logback,2857,29688
AndroidResideMenu,SpecialCyCi/AndroidResideMenu,https://github.com/SpecialCyCi/AndroidResideMenu,2854,7008
CommonDevKnowledge,AweiLoveAndroid/CommonDevKnowledge,https://github.com/AweiLoveAndroid/CommonDevKnowledge,2854,1037
spring-data-jpa,spring-projects/spring-data-jpa,https://github.com/spring-projects/spring-data-jpa,2853,12960
jmx_exporter,prometheus/jmx_exporter,https://github.com/prometheus/jmx_exporter,2852,1633
spring-data-elasticsearch,spring-projects/spring-data-elasticsearch,https://github.com/spring-projects/spring-data-elasticsearch,2852,45315
XhsEmoticonsKeyboard,w446108264/XhsEmoticonsKeyboard,https://github.com/w446108264/XhsEmoticonsKeyboard,2846,28220
anthelion,YahooArchive/anthelion,https://github.com/YahooArchive/anthelion,2845,35326
RxJava2Examples,nanchen2251/RxJava2Examples,https://github.com/nanchen2251/RxJava2Examples,2844,9598
robotium,RobotiumTech/robotium,https://github.com/RobotiumTech/robotium,2843,2372
elasticsearch-jdbc,jprante/elasticsearch-jdbc,https://github.com/jprante/elasticsearch-jdbc,2841,7823
android-flip,openaphid/android-flip,https://github.com/openaphid/android-flip,2840,5657
FlyRefresh,race604/FlyRefresh,https://github.com/race604/FlyRefresh,2840,2178
FastDev4Android,jiangqqlmj/FastDev4Android,https://github.com/jiangqqlmj/FastDev4Android,2836,52071
RxGalleryFinal,FinalTeam/RxGalleryFinal,https://github.com/FinalTeam/RxGalleryFinal,2834,21767
